from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9140503,9140503,2,120,,
9140505,9140505,2,120,,
9140506,9140506,2,120,,
9140507,9140507,2,120,,
9140508,9140508,2,120,,
9140509,9140509,2,120,,
9140512,9140512,2,120,,
9140513,9140513,2,120,,
9140514,9140514,2,120,,
9140515,9140515,2,120,,
9140516,9140516,2,120,,
9140517,9140517,2,120,,
9140518,9140518,2,120,,
9140519,9140519,2,120,,
9140520,9140520,2,120,,
9141001,9141001,2,120,,
9141002,9141002,2,120,,
9141500,9141500,2,120,,
9141501,9141501,2,120,,
9141502,9141502,2,120,,
9141503,9141503,2,120,,
9141504,9141504,2,120,,
9141506,9141506,2,120,,
9141507,9141507,2,120,,
9141508,9141508,2,120,,
9142001,9142001,2,120,,
9142500,9142500,2,120,,
9142501,9142501,2,120,,
9142502,9142502,2,120,,
9142503,9142503,2,120,,
9142504,9142504,2,120,,
9142506,9142506,2,120,,
9142507,9142507,2,120,,
9142508,9142508,2,120,,
9142509,9142509,2,120,,
9142530,9142530,2,120,,
9142531,9142531,2,120,,
9143001,9143001,2,120,,
9143500,9143500,2,120,,
9143501,9143501,2,120,,
9143502,9143502,2,120,,
9143503,9143503,2,120,,
9143504,9143504,2,120,,
9143507,9143507,2,120,,
9143508,9143508,2,120,,
9143509,9143509,2,120,,
9143510,9143510,2,120,,
9143511,9143511,2,120,,
9143512,9143512,2,120,,
9143513,9143513,2,120,,
9143514,9143514,2,120,,
9143515,9143515,2,120,,
9143516,9143516,2,120,,
9143518,9143518,2,120,,
9144001,9144001,2,120,,
9144500,9144500,2,120,,
9144501,9144501,2,120,,
9144502,9144502,2,120,,
9145500,9145500,2,120,,
9150002,9150002,2,120,,
9150004,9150004,2,120,,
9150005,9150005,2,120,,
9150006,9150006,2,120,,
9150007,9150007,2,120,,
9150008,9150008,2,120,,
9150010,9150010,2,120,,
9150011,9150011,2,120,,
9150013,9150013,2,120,,
9150020,9150020,2,120,,
9150021,9150021,2,120,,
9150022,9150022,2,120,,
9150050,9150050,2,120,,
9150051,9150051,2,120,,
9150052,9150052,2,120,,
9150053,9150053,2,120,,
9150500,9150500,2,120,,
9150501,9150501,2,120,,
9150502,9150502,2,120,,
9150503,9150503,2,120,,
9150504,9150504,2,120,,
9150505,9150505,2,120,,
9150506,9150506,2,120,,
9150507,9150507,2,120,,
9150509,9150509,2,120,,
9150510,9150510,2,120,,
9150511,9150511,2,120,,
9150512,9150512,2,120,,
9150513,9150513,2,120,,
9150514,9150514,2,120,,
9150515,9150515,2,120,,
9150516,9150516,2,120,,
9150518,9150518,2,120,,
9150519,9150519,2,120,,
9150520,9150520,2,120,,
9150521,9150521,2,120,,
9150522,9150522,2,120,,
9150523,9150523,2,120,,
9150530,9150530,2,120,,
9150531,9150531,2,120,,
9150532,9150532,2,120,,
9151001,9151001,2,120,,
9151002,9151002,2,120,,
9151003,9151003,2,120,,
9151004,9151004,2,120,,
9151006,9151006,2,120,,
9151007,9151007,2,120,,
9151008,9151008,2,120,,
9151010,9151010,2,120,,
9151501,9151501,2,120,,
9151502,9151502,2,120,,
9151510,9151510,2,120,,
9152001,9152001,2,120,,
9152002,9152002,2,120,,
9152003,9152003,2,120,,
9152004,9152004,2,120,,
9152005,9152005,2,120,,
9152006,9152006,2,120,,
9152007,9152007,2,120,,
9152500,9152500,2,120,,
9152501,9152501,2,120,,
9152502,9152502,2,120,,
9152503,9152503,2,120,,
9152504,9152504,2,120,,
9152505,9152505,2,120,,
9152506,9152506,2,120,,
9152507,9152507,2,120,,
9152508,9152508,2,120,,
9152509,9152509,2,120,,
9152511,9152511,2,120,,
9153500,9153500,2,120,,
9153501,9153501,2,120,,
9153502,9153502,2,120,,
9153503,9153503,2,120,,
9153504,9153504,2,120,,
9160001,9160001,2,120,,
9160002,9160002,2,120,,
9160003,9160003,2,120,,
9160004,9160004,2,600,,
9160005,9160005,2,120,,
9160006,9160006,2,120,,
9160007,9160007,2,120,,
9160010,9160010,2,120,,
9160012,9160012,2,120,,
9160013,9160013,2,120,,
9160014,9160014,2,120,,
9160016,9160016,2,120,,
9160017,9160017,2,120,,
9160018,9160018,2,120,,
9160019,9160019,2,120,,
9160020,9160020,2,120,,
9160021,9160021,2,120,,
9160502,9160502,2,120,,
9160504,9160504,2,120,,
9160505,9160505,2,120,,
9160507,9160507,2,120,,
9160508,9160508,2,120,,
9160509,9160509,2,120,,
9160510,9160510,2,120,,
9160511,9160511,2,120,,
9160512,9160512,2,120,,
9160513,9160513,2,120,,
9160514,9160514,2,120,,
9160515,9160515,2,120,,
9160516,9160516,2,120,,
9160517,9160517,2,120,,
9160518,9160518,2,120,,
9160519,9160519,2,120,,
9160520,9160520,2,120,,
9160521,9160521,2,120,,
9160522,9160522,2,120,,
9160523,9160523,2,120,,
9160524,9160524,2,120,,
9160525,9160525,2,120,,
9160526,9160526,2,120,,
9160527,9160527,2,120,,
9160528,9160528,2,120,,
9160529,9160529,2,120,,
9160530,9160530,2,120,,
9160532,9160532,2,120,,
9160533,9160533,2,120,,
9160534,9160534,2,120,,
9160535,9160535,2,120,,
9160536,9160536,2,120,,
9160537,9160537,2,120,,
9160538,9160538,2,120,,
9160539,9160539,2,120,,
9160540,9160540,2,120,,
9160541,9160541,2,120,,
9160544,9160544,2,120,,
9160545,9160545,2,120,,
9160548,9160548,2,120,,
9160549,9160549,2,120,,
9160701,9160701,2,120,,
9160702,9160702,2,120,,
9160703,9160703,2,120,,
9160704,9160704,2,120,,
9160742,9160742,2,120,,
9160743,9160743,2,120,,
9161002,9161002,2,120,,
9161003,9161003,2,120,,
9161004,9161004,2,120,,
9161005,9161005,2,120,,
9161006,9161006,2,120,,
9161007,9161007,2,120,,
9161008,9161008,2,120,,
9161502,9161502,2,120,,
9161503,9161503,2,120,,
9161505,9161505,2,120,,
9161506,9161506,2,120,,
9161508,9161508,2,120,,
9161509,9161509,2,120,,
9161510,9161510,2,120,,
9161511,9161511,2,120,,
9161512,9161512,2,120,,
9161513,9161513,2,120,,
9161514,9161514,2,120,,
9161515,9161515,2,120,,
9161516,9161516,2,120,,
9161517,9161517,2,120,,
9161518,9161518,2,120,,
9161519,9161519,2,120,,
9162001,9162001,2,120,,
9162002,9162002,2,120,,
9162003,9162003,2,120,,
9162004,9162004,2,120,,
9162005,9162005,2,120,,
9162007,9162007,2,120,,
9162501,9162501,2,120,,
9162502,9162502,2,120,,
9162503,9162503,2,120,,
9162504,9162504,2,120,,
9162505,9162505,2,120,,
9162506,9162506,2,120,,
9162507,9162507,2,120,,
9162509,9162509,2,120,,
9162510,9162510,2,120,,
9162513,9162513,2,120,,
9162514,9162514,2,120,,
9162516,9162516,2,120,,
9162517,9162517,2,120,,
9162518,9162518,2,120,,
9162519,9162519,2,120,,
9162522,9162522,2,120,,
9170001,9170001,2,120,,
9170002,9170002,2,120,,
9170003,9170003,2,120,,
9170004,9170004,2,120,,
9170005,9170005,2,120,,
9170006,9170006,2,120,,
9170010,9170010,2,120,,
9170011,9170011,2,120,,
9170012,9170012,2,120,,
9170013,9170013,2,120,,
9170014,9170014,2,120,,
9170015,9170015,2,120,,
9170019,9170019,2,120,,
9170020,9170020,2,120,,
9170021,9170021,2,120,,
9170500,9170500,2,120,,
9170501,9170501,2,120,,
9170502,9170502,2,120,,
9170503,9170503,2,120,,
9170504,9170504,2,120,,
9170506,9170506,2,120,,
9170507,9170507,2,120,,
9170508,9170508,2,120,,
9170509,9170509,2,120,,
9170510,9170510,2,120,,
9170511,9170511,2,120,,
9170512,9170512,2,120,,
9170513,9170513,2,120,,
9170514,9170514,2,120,,
9170515,9170515,2,120,,
9170516,9170516,2,120,,
9170517,9170517,2,120,,
9170518,9170518,2,120,,
9170519,9170519,2,120,,
9170520,9170520,2,120,,
9170521,9170521,2,120,,
9170522,9170522,2,120,,
9170523,9170523,2,120,,
9170524,9170524,2,120,,
9170525,9170525,2,120,,
9170526,9170526,2,120,,
9170527,9170527,2,120,,
9170528,9170528,2,120,,
9170529,9170529,2,120,,
9170530,9170530,2,120,,
9170531,9170531,2,120,,
9170532,9170532,2,120,,
9170533,9170533,2,120,,
9170534,9170534,2,120,,
9170535,9170535,2,120,,
9170536,9170536,2,120,,
9170537,9170537,2,120,,
9170540,9170540,2,120,,
9170541,9170541,2,120,,
9171001,9171001,2,120,,
9171002,9171002,2,120,,
9171003,9171003,2,120,,
9171005,9171005,2,120,,
9171006,9171006,2,120,,
9171007,9171007,2,120,,
9171008,9171008,2,120,,
9171009,9171009,2,120,,
9171010,9171010,2,120,,
9171011,9171011,2,120,,
9171501,9171501,2,120,,
9171502,9171502,2,120,,
9171503,9171503,2,120,,
9171504,9171504,2,120,,
9171505,9171505,2,120,,
9171506,9171506,2,120,,
9171512,9171512,2,120,,
9171513,9171513,2,120,,
9171514,9171514,2,120,,
9171515,9171515,2,120,,
9171516,9171516,2,120,,
9171517,9171517,2,120,,
9171519,9171519,2,120,,
9171520,9171520,2,120,,
9171522,9171522,2,120,,
9171523,9171523,2,120,,
9171524,9171524,2,120,,
9171525,9171525,2,120,,
9171526,9171526,2,120,,
9171527,9171527,2,120,,
9171528,9171528,2,120,,
9171529,9171529,2,120,,
9171531,9171531,2,120,,
9171532,9171532,2,120,,
9171533,9171533,2,120,,
9171534,9171534,2,120,,
9171535,9171535,2,120,,
9171536,9171536,2,120,,
9171537,9171537,2,120,,
9171538,9171538,2,120,,
9171539,9171539,2,120,,
9171540,9171540,2,120,,
9171541,9171541,2,120,,
9171542,9171542,2,120,,
9171543,9171543,2,120,,
9171550,9171550,2,120,,
9175001,9175001,2,120,,
9175002,9175002,2,120,,
9175004,9175004,2,120,,
9175005,9175005,2,120,,
9175006,9175006,2,120,,
9175007,9175007,2,120,,
9175008,9175008,2,120,,
9175009,9175009,2,120,,
9175010,9175010,2,120,,
9175011,9175011,2,120,,
9175012,9175012,2,120,,
9175013,9175013,2,120,,
9175014,9175014,2,120,,
9175015,9175015,2,120,,
9175500,9175500,2,120,,
9175501,9175501,2,120,,
9175502,9175502,2,120,,
9175503,9175503,2,120,,
9175504,9175504,2,120,,
9175505,9175505,2,120,,
9175506,9175506,2,120,,
9175507,9175507,2,120,,
9175508,9175508,2,120,,
9175510,9175510,2,120,,
9175511,9175511,2,120,,
9175512,9175512,2,120,,
9175513,9175513,2,120,,
9175514,9175514,2,120,,
9175515,9175515,2,120,,
9175516,9175516,2,120,,
9175517,9175517,2,120,,
9175518,9175518,2,120,,
9175519,9175519,2,120,,
9175520,9175520,2,120,,
9175521,9175521,2,120,,
9175522,9175522,2,120,,
9175523,9175523,2,120,,
9175524,9175524,2,120,,
9175525,9175525,2,120,,
9175526,9175526,2,120,,
9175527,9175527,2,120,,
9175528,9175528,2,120,,
9175529,9175529,2,120,,
9175530,9175530,2,120,,
9175531,9175531,2,120,,
9175532,9175532,2,120,,
9175534,9175534,2,120,,
9175535,9175535,2,120,,
9175536,9175536,2,120,,
9175537,9175537,2,120,,
9175538,9175538,2,120,,
9175539,9175539,2,120,,
9175540,9175540,2,120,,
9175541,9175541,2,120,,
9175542,9175542,2,120,,
9175543,9175543,2,120,,
9175544,9175544,2,120,,
9175547,9175547,2,120,,
9175548,9175548,2,120,,
9175549,9175549,2,120,,
9175550,9175550,2,120,,
9175551,9175551,2,120,,
9175552,9175552,2,120,,
9175553,9175553,2,120,,
9175554,9175554,2,120,,
9175555,9175555,2,120,,
9175556,9175556,2,120,,
9175557,9175557,2,120,,
9175558,9175558,2,120,,
9175559,9175559,2,120,,
9176001,9176001,2,120,,
9176004,9176004,2,120,,
9176005,9176005,2,120,,
9176006,9176006,2,120,,
9176007,9176007,2,120,,
9176008,9176008,2,120,,
9176009,9176009,2,120,,
9176010,9176010,2,120,,
9176011,9176011,2,120,,
9176500,9176500,2,120,,
9176501,9176501,2,120,,
9176502,9176502,2,120,,
9176503,9176503,2,120,,
9176504,9176504,2,120,,
9176505,9176505,2,120,,
9176506,9176506,2,120,,
9176508,9176508,2,120,,
9176509,9176509,2,120,,
9176510,9176510,2,120,,
9176511,9176511,2,120,,
9176512,9176512,2,120,,
9176513,9176513,2,120,,
9176514,9176514,2,120,,
9176517,9176517,2,120,,
9176519,9176519,2,120,,
9176520,9176520,2,120,,
9176521,9176521,2,120,,
9176522,9176522,2,120,,
9176523,9176523,2,120,,
9176524,9176524,2,120,,
9176525,9176525,2,120,,
9176526,9176526,2,120,,
9176527,9176527,2,120,,
9176528,9176528,2,120,,
9176529,9176529,2,120,,
9176531,9176531,2,120,,
9176532,9176532,2,120,,
9176533,9176533,2,120,,
9176534,9176534,2,120,,
9176535,9176535,2,120,,
9176536,9176536,2,120,,
9176537,9176537,2,120,,
9176538,9176538,2,120,,
9176539,9176539,2,120,,
9176540,9176540,2,120,,
9176541,9176541,2,120,,
9176542,9176542,2,120,,
9176543,9176543,2,120,,
9176550,9176550,2,120,,
9180001,9180001,2,120,,
9180002,9180002,2,120,,
9180003,9180003,2,120,,
9180004,9180004,2,120,,
9180005,9180005,2,120,,
9180006,9180006,2,120,,
9180007,9180007,2,120,,
9180008,9180008,2,120,,
9180009,9180009,2,120,,
9180010,9180010,2,120,,
9180011,9180011,2,120,,
9180012,9180012,2,120,,
9180013,9180013,2,120,,
9180014,9180014,2,120,,
9180015,9180015,2,120,,
9180016,9180016,2,120,,
9180017,9180017,2,120,,
9180018,9180018,2,120,,
9180019,9180019,2,120,,
9180020,9180020,2,120,,
9180021,9180021,2,120,,
9180022,9180022,2,120,,
9180023,9180023,2,120,,
9180024,9180024,2,120,,
9180501,9180501,2,120,,
9180502,9180502,2,120,,
9180503,9180503,2,120,,
9180504,9180504,2,120,,
9180505,9180505,2,120,,
9180506,9180506,2,120,,
9180507,9180507,2,120,,
9180508,9180508,2,120,,
9180509,9180509,2,120,,
9180510,9180510,2,120,,
9180511,9180511,2,120,,
9180512,9180512,2,120,,
9180513,9180513,2,120,,
9180514,9180514,2,120,,
9180515,9180515,2,120,,
9180516,9180516,2,120,,
9180517,9180517,2,120,,
9180518,9180518,2,120,,
9180519,9180519,2,120,,
9180520,9180520,2,120,,
9180521,9180521,2,120,,
9180522,9180522,2,120,,
9180523,9180523,2,120,,
9180524,9180524,2,120,,
9180525,9180525,2,120,,
9180526,9180526,2,120,,
9180527,9180527,2,120,,
9180528,9180528,2,120,,
9180529,9180529,2,120,,
9180530,9180530,2,120,,
9180531,9180531,2,120,,
9180532,9180532,2,120,,
9180533,9180533,2,120,,
9180534,9180534,2,120,,
9180536,9180536,2,120,,
9180538,9180538,2,120,,
9180539,9180539,2,120,,
9180540,9180540,2,120,,
9180541,9180541,2,120,,
9180542,9180542,2,120,,
9180543,9180543,2,120,,
9180544,9180544,2,120,,
9180546,9180546,2,120,,
9180547,9180547,2,120,,
9180549,9180549,2,120,,
9181001,9181001,2,120,,
9181002,9181002,2,120,,
9181003,9181003,2,120,,
9181006,9181006,2,120,,
9181501,9181501,2,120,,
9181502,9181502,2,120,,
9181503,9181503,2,120,,
9181504,9181504,2,120,,
9181505,9181505,2,120,,
9181506,9181506,2,120,,
9181507,9181507,2,120,,
9181513,9181513,2,120,,
9182001,9182001,2,120,,
9182002,9182002,2,120,,
9182003,9182003,2,120,,
9182004,9182004,2,120,,
9182005,9182005,2,120,,
9182501,9182501,2,120,,
9182502,9182502,2,120,,
9182503,9182503,2,120,,
9182504,9182504,2,120,,
9182505,9182505,2,120,,
9182506,9182506,2,120,,
9182507,9182507,2,120,,
9182508,9182508,2,120,,
9182509,9182509,2,120,,
9182510,9182510,2,120,,
9182511,9182511,2,120,,
9182512,9182512,2,120,,
9182513,9182513,2,120,,
9182514,9182514,2,120,,
9183001,9183001,2,120,,
9183002,9183002,2,120,,
9183003,9183003,2,120,,
9183004,9183004,2,120,,
9183005,9183005,2,120,,
9183006,9183006,2,120,,
9183501,9183501,2,120,,
9183502,9183502,2,120,,
9183503,9183503,2,120,,
9183504,9183504,2,120,,
9183505,9183505,2,120,,
9183506,9183506,2,120,,
9183507,9183507,2,120,,
9183508,9183508,2,120,,
9183510,9183510,2,120,,
9183511,9183511,2,120,,
9183512,9183512,2,120,,
9183513,9183513,2,120,,
9183514,9183514,2,120,,
9183515,9183515,2,120,,
9183516,9183516,2,120,,
9184001,9184001,2,120,,
9184002,9184002,2,120,,
9184003,9184003,2,120,,
9184501,9184501,2,120,,
9184502,9184502,2,120,,
9184503,9184503,2,120,,
9184504,9184504,2,120,,
9184505,9184505,2,120,,
9184506,9184506,2,120,,
9184508,9184508,2,120,,
9185001,9185001,2,120,,
9185002,9185002,2,120,,
9185003,9185003,2,120,,
9185500,9185500,2,120,,
9185501,9185501,2,120,,
9185502,9185502,2,120,,
9185503,9185503,2,120,,
9185504,9185504,2,120,,
9185505,9185505,2,120,,
9185506,9185506,2,120,,
9185507,9185507,2,120,,
9185509,9185509,2,120,,
9186001,9186001,2,120,,
9186002,9186002,2,120,,
9186500,9186500,2,120,,
9186501,9186501,2,120,,
9186502,9186502,2,120,,
9186503,9186503,2,120,,
9186504,9186504,2,120,,
9186505,9186505,2,120,,
9186506,9186506,2,120,,
9190001,9190001,2,120,,
9190002,9190002,2,120,,
9190004,9190004,2,120,,
9190006,9190006,2,120,,
9190009,9190009,2,120,,
9190010,9190010,2,120,,
9190100,9190100,2,120,,
9190501,9190501,2,120,,
9190502,9190502,2,120,,
9190503,9190503,2,120,,
9190504,9190504,2,120,,
9190505,9190505,2,120,,
9190506,9190506,2,120,,
9190507,9190507,2,120,,
9190508,9190508,2,120,,
9191001,9191001,2,120,,
9191002,9191002,2,120,,
9191003,9191003,2,120,,
9191004,9191004,2,120,,
9191005,9191005,2,120,,
9191501,9191501,2,120,,
9191502,9191502,2,120,,
9191503,9191503,2,120,,
9191504,9191504,2,120,,
9191505,9191505,2,120,,
9191506,9191506,2,120,,
9191507,9191507,2,120,,
9191508,9191508,2,120,,
9191509,9191509,2,120,,
9191510,9191510,2,120,,
9191511,9191511,2,120,,
9191512,9191512,2,120,,
9191513,9191513,2,120,,
9191515,9191515,2,120,,
9192001,9192001,2,120,,
9192002,9192002,2,120,,
9192501,9192501,2,120,,
9192502,9192502,2,120,,
9192503,9192503,2,120,,
9192504,9192504,2,120,,
9192505,9192505,2,120,,
9192506,9192506,2,120,,
9192507,9192507,2,120,,
9192508,9192508,2,120,,
9192509,9192509,2,120,,
9192701,9192701,2,120,,
9192702,9192702,2,120,,
9192703,9192703,2,120,,
9193001,9193001,2,120,,
9193002,9193002,2,120,,
9193500,9193500,2,120,,
9193501,9193501,2,120,,
9193502,9193502,2,120,,
9193503,9193503,2,120,,
9193505,9193505,2,120,,
9193506,9193506,2,120,,
9193508,9193508,2,120,,
9193510,9193510,2,120,,
9193515,9193515,2,120,,
9194001,9194001,2,120,,
9194003,9194003,2,120,,
9194004,9194004,2,120,,
9194006,9194006,2,120,,
9194007,9194007,2,120,,
9194008,9194008,2,120,,
9194009,9194009,2,120,,
9194010,9194010,2,120,,
9194011,9194011,2,120,,
9194012,9194012,2,120,,
9194014,9194014,2,120,,
9194015,9194015,2,120,,
9194016,9194016,2,120,,
9194500,9194500,2,120,,
9194501,9194501,2,120,,
9194502,9194502,2,120,,
9194503,9194503,2,120,,
9194504,9194504,2,120,,
9194506,9194506,2,120,,
9194507,9194507,2,120,,
9194508,9194508,2,120,,
9194509,9194509,2,120,,
9194510,9194510,2,120,,
9194511,9194511,2,120,,
9194512,9194512,2,120,,
9194513,9194513,2,120,,
9194514,9194514,2,120,,
9194516,9194516,2,120,,
9194517,9194517,2,120,,
9194518,9194518,2,120,,
9194519,9194519,2,120,,
9194520,9194520,2,120,,
9194521,9194521,2,120,,
9194522,9194522,2,120,,
9194523,9194523,2,120,,
9194524,9194524,2,120,,
9194525,9194525,2,120,,
9194526,9194526,2,120,,
9194527,9194527,2,120,,
9194534,9194534,2,120,,
9194535,9194535,2,120,,
9194537,9194537,2,120,,
9194551,9194551,2,120,,
9195001,9195001,2,120,,
9195003,9195003,2,120,,
9195004,9195004,2,120,,
9195006,9195006,2,120,,
9195007,9195007,2,120,,
9195008,9195008,2,120,,
9195009,9195009,2,120,,
9195010,9195010,2,120,,
9195011,9195011,2,120,,
9195012,9195012,2,120,,
9195013,9195013,2,120,,
9195501,9195501,2,120,,
9195502,9195502,2,120,,
9195503,9195503,2,120,,
9195504,9195504,2,120,,
9195506,9195506,2,120,,
9195507,9195507,2,120,,
9195508,9195508,2,120,,
9195509,9195509,2,120,,
9195510,9195510,2,120,,
9195511,9195511,2,120,,
9195512,9195512,2,120,,
9195513,9195513,2,120,,
9195514,9195514,2,120,,
9195515,9195515,2,120,,
9195516,9195516,2,120,,
9195517,9195517,2,120,,
9195518,9195518,2,120,,
9195519,9195519,2,120,,
9195520,9195520,2,120,,
9195521,9195521,2,120,,
9195524,9195524,2,120,,
9196001,9196001,2,120,,
9196002,9196002,2,120,,
9196003,9196003,2,120,,
9196501,9196501,2,120,,
9196502,9196502,2,120,,
9196503,9196503,2,120,,
9196504,9196504,2,120,,
9196505,9196505,2,120,,
9196506,9196506,2,120,,
9196507,9196507,2,120,,
9196508,9196508,2,120,,
9196509,9196509,2,120,,
9196510,9196510,2,120,,
9196511,9196511,2,120,,
9196512,9196512,2,120,,
9196513,9196513,2,120,,
9196514,9196514,2,120,,
9200000,9200000,2,120,,
9200003,9200003,2,120,,
9200004,9200004,2,120,,
9200005,9200005,2,120,,
9200006,9200006,2,120,,
9200007,9200007,2,120,,
9200008,9200008,2,120,,
9200009,9200009,2,120,,
9200010,9200010,2,120,,
9200011,9200011,2,120,,
9200012,9200012,2,120,,
9200013,9200013,2,120,,
9200017,9200017,2,120,,
9200018,9200018,2,120,,
9200020,9200020,2,120,,
9200022,9200022,2,120,,
9200023,9200023,2,120,,
9200024,9200024,2,120,,
9200025,9200025,2,120,,
9200026,9200026,2,120,,
9200027,9200027,2,120,,
9200029,9200029,2,120,,
9200031,9200031,2,120,,
9200032,9200032,2,120,,
9200033,9200033,2,120,,
9200034,9200034,2,120,,
9200035,9200035,2,120,,
9200037,9200037,2,120,,
9200040,9200040,2,120,,
9200041,9200041,2,120,,
9200043,9200043,2,120,,
9200044,9200044,2,120,,
9200048,9200048,2,120,,
9200098,9200098,2,120,,
9200099,9200099,2,120,,
9200100,9200100,2,120,,
9200101,9200101,2,120,,
9200102,9200102,2,120,,
9200103,9200103,2,120,,
9200104,9200104,2,120,,
9200105,9200105,2,120,,
9200106,9200106,2,120,,
9200107,9200107,2,120,,
9200108,9200108,2,120,,
9200109,9200109,2,120,,
9200110,9200110,2,120,,
9200111,9200111,2,120,,
9200112,9200112,2,120,,
9200113,9200113,2,120,,
9200114,9200114,2,120,,
9200115,9200115,2,120,,
9200117,9200117,2,120,,
9200118,9200118,2,120,,
9200122,9200122,2,120,,
9200167,9200167,2,120,,
9200501,9200501,2,120,,
9200502,9200502,2,120,,
9200503,9200503,2,120,,
9200504,9200504,2,120,,
9200505,9200505,2,120,,
9200506,9200506,2,120,,
9200507,9200507,2,120,,
9200508,9200508,2,120,,
9200806,9200806,2,120,,
9200813,9200813,2,120,,
9203000,9203000,2,120,,
9203001,9203001,2,120,,
9203002,9203002,2,120,,
9203003,9203003,2,120,,
9203004,9203004,2,120,,
9203108,9203108,2,120,,
9203109,9203109,2,120,,
9203111,9203111,2,120,,
9203112,9203112,2,120,,
9203113,9203113,2,120,,
9203201,9203201,2,120,,
9203211,9203211,2,120,,
9203303,9203303,2,120,,
9203305,9203305,2,120,,
9203307,9203307,2,120,,
9203308,9203308,2,120,,
9203310,9203310,2,120,,
9203312,9203312,2,120,,
9203313,9203313,2,120,,
9203314,9203314,2,120,,
9203315,9203315,2,120,,
9203317,9203317,2,120,,
9203318,9203318,2,120,,
9203319,9203319,2,120,,
9203320,9203320,2,120,,
9203321,9203321,2,120,,
9203322,9203322,2,120,,
9203323,9203323,2,120,,
9203324,9203324,2,120,,
9203325,9203325,2,120,,
9203326,9203326,2,120,,
9203327,9203327,2,120,,
9203329,9203329,2,120,,
9203330,9203330,2,120,,
9203332,9203332,2,120,,
9203333,9203333,2,120,,
9203334,9203334,2,120,,
9203336,9203336,2,120,,
9203337,9203337,2,120,,
9203338,9203338,2,120,,
9203348,9203348,2,120,,
9203349,9203349,2,120,,
9203350,9203350,2,120,,
9203353,9203353,2,120,,
9203354,9203354,2,120,,
9203359,9203359,2,120,,
9203360,9203360,2,120,,
9203361,9203361,2,120,,
9203362,9203362,2,120,,
9203363,9203363,2,120,,
9203366,9203366,2,120,,
9203368,9203368,2,120,,
9203369,9203369,2,120,,
9203370,9203370,2,120,,
9203371,9203371,2,120,,
9203372,9203372,2,120,,
9203373,9203373,2,120,,
9203374,9203374,2,120,,
9203375,9203375,2,120,,
9203377,9203377,2,120,,
9203379,9203379,2,120,,
9203381,9203381,2,120,,
9203382,9203382,2,120,,
9203383,9203383,2,120,,
9203399,9203399,2,120,,
9203400,9203400,2,120,,
9203401,9203401,2,120,,
9203402,9203402,2,120,,
9203403,9203403,2,120,,
9203404,9203404,2,120,,
9203405,9203405,2,120,,
9203406,9203406,2,120,,
9203407,9203407,2,120,,
9203408,9203408,2,120,,
9203409,9203409,2,120,,
9203410,9203410,2,120,,
9203411,9203411,2,120,,
9203412,9203412,2,120,,
9203414,9203414,2,120,,
9203418,9203418,2,120,,
9203422,9203422,2,120,,
9203423,9203423,2,120,,
9203424,9203424,2,120,,
9203425,9203425,2,120,,
9203426,9203426,2,120,,
9203427,9203427,2,120,,
9203428,9203428,2,120,,
9203429,9203429,2,120,,
9203430,9203430,2,120,,
9203431,9203431,2,120,,
9203432,9203432,2,120,,
9203433,9203433,2,120,,
9203434,9203434,2,120,,
9203435,9203435,2,120,,
9203436,9203436,2,120,,
9203437,9203437,2,120,,
9203438,9203438,2,120,,
9203439,9203439,2,120,,
9203440,9203440,2,120,,
9203441,9203441,2,120,,
9203442,9203442,2,120,,
9203443,9203443,2,120,,
9203444,9203444,2,120,,
9203445,9203445,2,120,,
9203447,9203447,2,120,,
9203448,9203448,2,120,,
9203451,9203451,2,120,,
9203452,9203452,2,120,,
9203453,9203453,2,120,,
9203454,9203454,2,120,,
9203455,9203455,2,120,,
9203456,9203456,2,120,,
9203457,9203457,2,120,,
9203458,9203458,2,120,,
9203459,9203459,2,120,,
9203466,9203466,2,120,,
9203467,9203467,2,120,,
9203468,9203468,2,120,,
9203469,9203469,2,120,,
9203470,9203470,2,120,,
9203471,9203471,2,120,,
9203477,9203477,2,120,,
9203478,9203478,2,120,,
9203479,9203479,2,120,,
9203480,9203480,2,120,,
9203481,9203481,2,120,,
9203482,9203482,2,120,,
9203483,9203483,2,120,,
9203484,9203484,2,120,,
9203485,9203485,2,120,,
9203486,9203486,2,120,,
9203487,9203487,2,120,,
9203488,9203488,2,120,,
9203489,9203489,2,120,,
9203490,9203490,2,120,,
9203491,9203491,2,120,,
9203492,9203492,2,120,,
9203493,9203493,2,120,,
9203494,9203494,2,120,,
9203495,9203495,2,120,,
9203496,9203496,2,120,,
9203497,9203497,2,120,,
9203498,9203498,2,120,,
9203501,9203501,2,120,,
9203502,9203502,2,120,,
9203503,9203503,2,120,,
9203512,9203512,2,120,,
9203513,9203513,2,120,,
9203530,9203530,2,120,,
9203531,9203531,2,120,,
9203532,9203532,2,120,,
9203533,9203533,2,120,,
9203534,9203534,2,120,,
9203537,9203537,2,120,,
9203538,9203538,2,120,,
9203539,9203539,2,120,,
9203540,9203540,2,120,,
9203541,9203541,2,120,,
9203542,9203542,2,120,,
9203543,9203543,2,120,,
9203544,9203544,2,120,,
9203545,9203545,2,120,,
9203546,9203546,2,120,,
9203547,9203547,2,120,,
9203548,9203548,2,120,,
9203549,9203549,2,120,,
9203550,9203550,2,120,,
